"ST_CASE","YEAR","MONTH","DAY_WEEK","HOUR","ST_CO_FIPS","CITY","LATITUDE","LONGITUD","VE_TOTAL","PERSONS","PERMVIT","PERNOTMVIT","FATALS","FUNC_SYS","TYP_INT","REL_ROAD","MAN_COLL","LGT_COND","WEATHER"
"360985",2015,"Nov","Sat",4,"36059","2600",40.61449722,-73.75268611,2,3,"3","0",2,"Local road","4-way intersection","On road","Angled collision","Dark","Clear"
"360986",2015,"Sep","Wed",19,"36081","4170",40.69393056,-73.88458611,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360987",2015,"Dec","Wed",21,"36029","0750",42.91865556,-78.79918889,1,1,"1","0",1,"Local road","3-way intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360988",2015,"Dec","Sat",17,"36079","0900",41.37476389,-73.72909722,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360989",2015,"Dec","Tue",1,"36059","2600",99.9999,999.9999,1,2,"2","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Precipitation"
"360990",2015,"Dec","Wed",17,"36103","0705",40.80224722,-72.86102778,1,1,"1","1",1,"Minor arterial","3-way intersection","On road","Non-vehicle collision","Dawn or dusk","Foggy or cloudy"
"360991",2015,"Jul","Thu",10,"36103","5270",40.7829,-73.102375,2,2,"2","0",1,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Precipitation"
"360992",2015,"Dec","Tue",1,"36083","1648",99.9999,999.9999,2,2,"2","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Dark","Precipitation"
"360993",2015,"Dec","Tue",15,"36101","6216",99.9999,999.9999,2,2,"2","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360994",2015,"Oct","Sun",10,"36103","0705",40.94730556,-72.90474167,2,2,"2","0",1,"Main arterial","3-way intersection","On road","Angled collision","Daylight","Foggy or cloudy"
"360995",2015,"Dec","Sat",2,"36103","4670",40.78977778,-73.00861111,3,6,"6","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360996",2015,"Dec","Sun",14,"36103","0705",40.84643889,-72.73588611,2,6,"6","0",1,"Local road","3-way intersection","On road","Angled collision","Daylight","Clear"
"360997",2015,"Dec","Sun",21,"36103","3270",40.67341667,-73.36089722,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360998",2015,"Dec","Sat",18,"36103","0705",40.95069167,-72.94225,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360999",2015,"Dec","Sun",15,"36103","0705",40.94908611,-73.06446667,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"361000",2015,"Dec","Wed",14,"36117","5277",43.19065556,-76.86696944,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Foggy or cloudy"
"361001",2015,"Dec","Tue",18,"36103","0360",40.70462778,-73.424725,2,2,"2","0",1,"Local road","4-way intersection","On road","Angled collision","Dark","Clear"
"361002",2015,"Dec","Wed",5,"36103","0705",40.79805,-72.90689444,2,2,"2","0",1,"Main arterial","Not intersection","On road","Front collision","Dark","Foggy or cloudy"
"361003",2015,"Dec","Thu",22,"36059","4600",40.76170833,-73.528225,1,1,"1","1",1,"Collector","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"361004",2015,"Dec","Fri",17,"36103","2920",40.75825833,-73.234375,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dark","Precipitation"
"361005",2015,"Dec","Thu",17,"36103","0705",40.80371944,-72.85394167,2,4,"4","1",1,"Minor arterial","3-way intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"361006",2015,"Dec","Tue",23,"36103","1050",40.80571667,-73.19984167,1,1,"1","0",1,"Local road","3-way intersection","Beside road","Non-vehicle collision","Dark","Clear"
"361007",2015,"Dec","Mon",18,"36067","0810",43.03405833,-76.31483889,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"361008",2015,"Nov","Sat",20,"36103","0360",40.69236111,-73.397475,3,4,"4","0",1,"Main arterial","4-way intersection","On road","Front collision","Dark","Clear"
"361009",2015,"Dec","Thu",15,"36075","5450",99.9999,999.9999,1,1,"1","2",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Precipitation"
"361010",2015,"Oct","Sun",22,"36027","6380",41.60355278,-73.91209167,2,5,"5","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"361011",2015,"Dec","Mon",22,"36087","9997",41.15481389,-74.10180278,1,1,"1","1",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"361012",2015,"Oct","Sun",19,"36059","2600",40.70125278,-73.59755,2,2,"2","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"361013",2015,"Dec","Fri",6,"36103","0360",40.69468056,-73.39184444,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"361014",2015,"Dec","Tue",16,"36103","0705",40.77248056,-72.98624444,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Foggy or cloudy"
"361015",2015,"Nov","Wed",0,"36067","1166",43.14257778,-76.0862,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"361016",2015,"May","Fri",12,"36119","6820",40.93658611,-73.88926944,1,4,"4","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"361017",2015,"Feb","Fri",14,"36055","5230",43.14618056,-77.55818611,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"361018",2015,"May","Mon",9,"36021","1173",42.20803611,-73.75698056,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"361019",2015,"Jul","Wed",0,"36119","6820",40.93078056,-73.85713611,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"361020",2015,"Dec","Thu",8,"36065","4080",43.03746389,-75.27465,2,2,"2","0",1,"Local road","3-way intersection","On road","Front collision","Daylight","Foggy or cloudy"
"361021",2015,"Dec","Sun",19,"36055","4730",43.15653056,-77.43167778,2,2,"2","0",1,"Main arterial","Not intersection","On road","Front collision","Dark","Clear"
"361022",2015,"Oct","Fri",22,"36009","2393",42.22170278,-78.53044722,1,2,"2","0",1,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"361023",2015,"Nov","Sat",6,"36103","1296",40.85532222,-73.27293889,2,2,"2","0",1,"Minor arterial","3-way intersection","On road","Front collision","Daylight","Foggy or cloudy"
"361024",2015,"Oct","Sun",20,"36103","6805",40.75406111,-73.36045833,1,1,"1","1",1,"Minor arterial","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"361025",2015,"Nov","Sun",0,"36001","1290",42.69729722,-73.76806389,1,1,"1","0",1,"Local road","3-way intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"361026",2015,"Nov","Mon",17,"36021","6230",42.44514167,-73.68664167,2,7,"7","0",1,"Collector","3-way intersection","On road","Front collision","Dark","Clear"
"361027",2015,"Nov","Sat",4,"36103","0620",40.77830556,-73.24296667,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"361028",2015,"Nov","Sun",3,"36103","0360",40.72748333,-73.37313889,2,1,"1","1",1,"Main arterial","Not intersection","On road","Rear or side collision","Dark","Foggy or cloudy"
"361029",2015,"Oct","Thu",1,"36059","6550",40.76471111,-73.55138611,2,3,"3","0",1,"Collector","Not intersection","On road","Front collision","Dark","Clear"
"361030",2015,"Oct","Fri",8,"36059","2675",40.75104167,-73.53227778,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"361031",2015,"Nov","Wed",11,"36059","6550",40.74802222,-73.55241667,3,5,"5","0",1,"Collector","Not intersection","On road","Angled collision","Daylight","Foggy or cloudy"
"361032",2015,"Dec","Sat",11,"36103","3040",40.88597222,-73.257375,1,1,"1","1",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"361033",2015,"Nov","Thu",5,"36063","4210",43.09520556,-79.023475,1,1,"1","0",1,"Collector","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"361034",2015,"Dec","Thu",7,"36017","4350",42.50458889,-75.40446111,2,7,"7","0",2,"Main arterial","Not intersection","On road","Front collision","Dawn or dusk","Foggy or cloudy"
"361035",2015,"Nov","Thu",8,"36103","4238",40.74,-73.32099444,1,2,"2","0",1,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Precipitation"
"361036",2015,"Dec","Tue",17,"36031","3218",44.35729167,-73.54285556,2,3,"3","0",1,"Collector","Not intersection","On road","Front collision","Dark","Foggy or cloudy"
"361037",2015,"Sep","Sun",13,"36083","6240",42.90915,-73.56966944,2,4,"4","0",1,"Minor arterial","3-way intersection","On road","Rear or side collision","Daylight","Clear"
"361038",2015,"Apr","Fri",15,"36119","6820",40.91033333,-73.88130278,3,3,"2","1",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"361039",2015,"Oct","Wed",19,"36047","4170",40.57919167,-73.98198611,1,1,"1","1",1,"Collector","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"361040",2015,"Nov","Sun",16,"36081","4170",40.756225,-73.83361944,1,1,"1","1",1,"Collector","Not intersection","On road","Non-vehicle collision","Daylight","Foggy or cloudy"
"361041",2015,"Nov","Thu",19,"36047","4170",40.66779167,-73.86994444,1,1,"1","1",1,"Main arterial","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"361042",2015,"Nov","Fri",8,"36085","4170",40.61333889,-74.07183333,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"361043",2015,"Dec","Wed",11,"36047","4170",40.69366667,-73.98323611,1,2,"2","1",1,"Minor arterial","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"361044",2015,"Dec","Tue",23,"36005","4170",40.88529167,-73.8295,1,2,"2","1",1,"Main arterial","3-way intersection","On road","Non-vehicle collision","Dark","Precipitation"
"361045",2015,"Dec","Fri",14,"36047","4170",40.59978056,-73.99485,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"361046",2015,"Jul","Tue",10,"36071","6410",41.2755,-74.41192222,2,6,"6","0",3,"Minor arterial","4-way intersection","On road","Angled collision","Daylight","Foggy or cloudy"
"361047",2015,"Aug","Wed",11,"36111","5480",42.07513889,-73.94821944,1,5,"5","0",4,"Local road","3-way intersection","Other location","Non-vehicle collision","Daylight","Clear"
"361048",2015,"Oct","Thu",20,"36119","4120",40.89881111,-73.77805556,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"361049",2015,"Nov","Thu",8,"36055","6622",43.04004444,-77.69710556,2,2,"2","0",1,"Minor arterial","4-way intersection","On road","Angled collision","Daylight","Foggy or cloudy"
"361050",2015,"Nov","Wed",8,"36121","4750",42.71893889,-78.00551944,2,3,"3","0",2,"Minor arterial","Other intersection type","On road","Angled collision","Daylight","Clear"
"361051",2015,"May","Mon",12,"36119","6820",40.95188611,-73.87864167,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"361052",2015,"Aug","Sat",7,"36059","4404",40.63961389,-73.63982222,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"361053",2015,"Sep","Sat",16,"36039","0970",42.20423056,-73.97315,2,2,"2","0",1,"Collector","4-way intersection","On road","Angled collision","Daylight","Clear"
"361054",2015,"Sep","Tue",15,"36095","9999",42.44956111,-74.57928333,1,1,"1","0",1,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"361055",2015,"Sep","Fri",12,"36119","6235",41.08052778,-73.77683333,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"361056",2015,"Sep","Sat",15,"36055","5230",43.18784167,-77.57459167,1,1,"1","0",1,"Local road","3-way intersection","Other location","Non-vehicle collision","Daylight","Precipitation"
"361057",2015,"Oct","Thu",1,"36021","2269",42.281275,-73.60569444,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"361058",2015,"Nov","Mon",18,"36119","6235",41.06981389,-73.781475,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"361059",2015,"Nov","Mon",16,"36119","6820",40.96647778,-73.89009444,2,3,"3","0",2,"Local road","Not intersection","On road","Front collision","Dawn or dusk","Clear"
"361060",2015,"Nov","Mon",16,"36035","2310",43.05551389,-74.254675,2,2,"2","0",1,"Minor arterial","4-way intersection","On road","Angled collision","Dark","Clear"
"361061",2015,"Dec","Wed",6,"36059","2240",40.72481389,-73.67063056,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Foggy or cloudy"
"361062",2015,"Dec","Thu",0,"36119","1420",41.19216389,-73.88078889,1,1,"1","0",1,"Main arterial","Not intersection","Other location","Non-vehicle collision","Dark","Foggy or cloudy"
"361063",2015,"Dec","Fri",19,"36059","0533",40.74626389,-73.48208333,3,1,"1","0",1,"Local road","Not intersection","Other location","Non-vehicle collision","Dark","Clear"
"361064",2015,"Dec","Sat",16,"36119","2585",41.08726111,-73.81948889,2,3,"3","0",1,"Main arterial","3-way intersection","On road","Angled collision","Dark","Foggy or cloudy"
"361065",2015,"Dec","Sat",23,"36079","0900",41.35215833,-73.762175,2,2,"2","0",1,"Local road","Not intersection","On road","Front collision","Dark","Precipitation"
