"ST_CASE","VEH_NO","MAKE","MODEL","MOD_YEAR","VIN","NUMOCCS","TRAV_SP","DEFORMED","TOWED","DEATHS","SPEEDREL","OWNER","BODY_TYP"
"360001","1","7","24",2011,"2B3CL1CT5BH6",3,NA,NA,"yes",0,"yes","other","4-door sedan"
"360001","2","14","6",2004,"2MEFM74WX4X6",2,0,NA,"yes",1,"no","other","4-door sedan"
"360002","1","12","17",2001,"1FAFP58U11A2",1,NA,"disabling","yes",1,"no","driver","other car"
"360002","2","48","45",2013,"4S4BRBKC9D33",2,NA,NA,"yes",0,"no","driver","other car"
"360003","1","7","442",2007,"2D4GP44LX7R2",3,50,"disabling","yes",1,"yes","other","van or bus"
"360004","1","55","33",2007,"5NPET46C07H2",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360005","1","41","51",2007,"JM1BK32F6717",1,NA,"disabling","yes",1,"no","other","4-door sedan"
"360006","1","12","481",1999,"1FTSF31F7XED",2,NA,NA,"no",0,"no","driver","pickup"
"360007","1","49","402",2010,"2T3BF4DVXAW0",1,NA,NA,"no",0,"no","driver","utility vehicle"
"360008","1","37","32",2011,"5J6TF2H50BL0",1,NA,NA,"yes",0,"no","driver","other car"
"360009","1","20","402",2000,"2CNBJ13C7Y69",1,NA,"disabling","yes",1,"yes","driver","utility vehicle"
"360009","2","19","421",2009,"1GYFK232X9R2",1,NA,"disabling","yes",0,"yes","driver","utility vehicle"
"360010","1","12","870",2011,"1FDEE3FL9BDA",10,NA,NA,"yes",1,"no","other","van or bus"
"360010","2","84","981",2006,"4DRBUAFN76A1",1,0,NA,"no",0,"no","other","van or bus"
"360011","1","14","6",1991,"2MECM75F0MX6",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360012","1","55","35",2002,"KMHDN45D82U3",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360013","1","7","402",2002,"1B4HS58N92F1",1,40,NA,"no",0,"no","driver","utility vehicle"
"360014","1","51","49",2011,"YV1672MK6B22",1,NA,NA,"yes",0,"no","other","other car"
"360014","2","7","442",2005,"2D4GP44L65R2",2,NA,NA,"yes",1,"no","driver","van or bus"
"360015","1","35","47",2006,"1N4AL11D06N3",1,60,"disabling","yes",1,"no","driver","4-door sedan"
"360016","1","55","35",2000,"KMHJF35F3YU9",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360016","2","49","40",1995,"4T1GK12E6SU0",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360017","1","63","34",2010,"KNAGG4A85A53",2,NA,"disabling","yes",2,"yes","driver","4-door sedan"
"360018","1","42","43",2004,"WDBNG83J64A4",1,100,NA,"yes",0,"yes","driver","4-door sedan"
"360018","2","49","43",2005,"4T1BK36B45U0",2,0,NA,"yes",2,"no","other","4-door sedan"
"360018","3","49","40",2007,"4T1BE46K47U5",2,30,NA,"no",0,"no","driver","4-door sedan"
"360019","1","30","36",2007,"WVWCR71K47W2",1,NA,NA,"yes",1,"no","other",NA
"360020","1","22","18",2003,"1G2NF52F43C1",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360020","2","84","881",2000,"1HTSCAAN0YH2",1,45,NA,"no",0,"no","other","truck"
"360021","1","12","402",2011,"1FMCU9D70BKA",2,NA,NA,"yes",1,"no","other","utility vehicle"
"360021","2","20","404",2015,"2GNFLGEK2F61",2,35,NA,"no",0,"no","driver","utility vehicle"
"360022","1","34","34",2002,"999999999999",2,NA,"disabling","yes",1,"yes","other","other car"
"360022","2","42","401",2012,"4JGDA5HB0CA0",2,NA,"disabling","yes",0,"no","driver","utility vehicle"
"360023","1","23","471",2004,"1GTDT13X64K1",2,NA,"disabling","yes",1,"yes","driver","pickup"
"360024","1","20","23",2009,"3GNCA23B19S6",1,NA,NA,"yes",1,"yes","driver","other car"
"360025","1","35","47",2010,"1N4AL2EP9AC1",3,NA,NA,"yes",1,"yes","driver","other car"
"360026","1","20","2",2012,"2G1WF5E38C11",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360027","1","12","481",2005,"1FTPX14545NB",1,55,NA,"yes",0,"no","driver","pickup"
"360028","1","35","48",2005,"JN1AZ34D65M6",2,86,NA,"yes",1,"yes","driver","other car"
"360028","2","63","33",2006,"KNAFE1620653",2,NA,NA,"yes",0,"no","other","4-door sedan"
"360029","1","49","40",2005,"4T1BE32K65U3",1,NA,NA,"yes",1,"yes","other","4-door sedan"
"360029","2","12","471",2011,"1FTKR1AD7BPA",2,NA,NA,"yes",0,"no","driver","pickup"
"360029","3","20","461",2008,"1GCHG35C3812",1,NA,NA,"yes",0,"no","other","van or bus"
"360030","1","35","402",2011,"5N1AN0NW9BC5",1,NA,NA,"no",0,"no","driver","utility vehicle"
"360031","1","37","421",2005,"5FNYF18635B0",1,NA,NA,"yes",1,"yes","driver","utility vehicle"
"360031","2","48","401",2013,"999999999999",2,0,NA,"yes",0,"no","driver","utility vehicle"
"360032","1","53","41",2013,"JS2RF9A69D61",1,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360033","1","12","401",2003,"1FMZU70E83UA",1,NA,"disabling","yes",1,"yes","driver","utility vehicle"
"360034","1","63","37",2011,"KNDJT2A16B77",1,NA,"disabling","yes",1,"yes","driver","other car"
"360035","1","20","37",2002,"1G1ND52J92M6",1,NA,"disabling","yes",1,"no","other","4-door sedan"
"360035","2","20","481",2011,"1GCRKSE34BZ4",1,NA,NA,"yes",0,"no","driver","pickup"
"360036","1","35","47",2006,"1N4AL11E26N3",4,NA,NA,"yes",1,"yes","other","4-door sedan"
"360037","1","42","42",2007,"WDBRF92H57F8",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360038","1","93","981",2009,"1M86DMEA99P0",1,NA,"disabling","yes",1,"yes","other","van or bus"
"360039","1","41","45",1992,"JM1NA3512N03",1,NA,"disabling","yes",1,"yes","driver","other car"
"360040","1","48","401",2011,"JF2SHADC3BH7",3,NA,NA,"no",0,"no","other","utility vehicle"
"360041","1","37","32",2005,"1HGCM56725A1",1,NA,NA,"yes",1,"yes","other","4-door sedan"
"360042","1","12","481",2006,"1FTSW21P76EB",2,58,"disabling","yes",2,"yes","other","pickup"
"360043","1","48","34",2013,"4S4BRBCC6D32",1,NA,NA,"no",0,"no","driver","other car"
"360044","1","20","404",2013,"2GNFLEEK5D61",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"360044","2","58","40",2010,"JN1AJ0HR7AM7",1,0,NA,"yes",0,"no","other","other car"
"360044","3","20","481",1997,"1GBHC34J5VF0",1,0,NA,"yes",0,"no","other","truck"
"360045","1","12","481",2008,"1FDXF46R28EC",2,NA,NA,"no",0,"no","other","truck"
"360046","1","2","404",2000,"1J4FF48S0YL1",1,NA,"disabling","yes",1,"no","driver","utility vehicle"
"360046","2","7","442",2014,"2C4RDGCG8ER3",4,NA,"disabling","yes",0,"no","other","van or bus"
"360047","1","37","402",1997,"JHLRD1848VC0",2,NA,NA,"yes",1,"no","other","utility vehicle"
"360048","1","55","33",2009,"5NPET46C59H5",1,NA,NA,"no",0,"no","other","4-door sedan"
"360049","1","6","54",2004,"2C8GM68494R3",1,NA,NA,"yes",1,"yes","other","other car"
"360049","2","20","481",2009,"2GCEC2906911",1,NA,NA,"yes",1,"no","other","pickup"
"360050","1","92","981",2011,"15GGD2714B11",8,NA,"none","no",0,"no","other","van or bus"
"360051","1","24","401",2007,"5GZCZ23D27S8",2,20,"disabling","yes",1,"no","driver","utility vehicle"
"360051","2","49","422",2010,"5TDJY5G13AS0",1,38,"disabling","yes",0,"no","driver","utility vehicle"
"360052","1","20","401",2005,"1GNDT13S3523",1,NA,NA,"yes",1,"yes","other","utility vehicle"
"360053","1","2","403",2012,"1C4HJWEG3CL1",2,0,NA,"no",0,"no","other","utility vehicle"
"360053","2","55","36",2007,"KMHCM36C37U0",1,NA,NA,"yes",1,"no","driver","other car"
"360054","1","99","999",9999,"999999999999",1,NA,NA,"no",0,NA,NA,NA
"360055","1","98","907",2009,"1VHGH3W22967",1,NA,NA,"no",0,"no","other","van or bus"
"360056","1","18","7",2002,"2G4WS52J3212",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360057","1","6","43",2005,"1C3EL46X35N6",1,35,NA,"yes",0,"no","driver","4-door sedan"
"360057","2","12","17",2006,"1FAFP53U86A1",2,NA,NA,"yes",2,"yes","driver","4-door sedan"
"360058","1","76","734",2012,"5Y4AM13Y2CA1",1,NA,NA,"no",1,"no","driver","other motorized transport"
"360058","2","53","40",2011,"JS2YB5A33B63",2,NA,NA,"yes",0,"no","driver","4-door sedan"
"360059","1","82","881",2014,"3ALACWDT3EDF",1,NA,NA,"no",0,"no","other","truck"
"360060","1","86","882",2002,"1M2K189C82M0",1,NA,NA,"yes",0,"no","other","truck"
"360061","1","20","25",2012,"1G1PC5SHXC71",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360061","2","12","25",2012,"2FMGK5CC0CBD",3,NA,"disabling","yes",1,"no","driver","other car"
"360062","1","13","1",2010,"2LNBL8EV4AX7",2,NA,"disabling","yes",1,"no","other","4-door sedan"
"360062","2","42","42",2009,"WDDGF81X49R0",1,NA,NA,"no",0,"no","other","4-door sedan"
"360063","1","35","47",2014,"1N4AL3AP9EN3",2,NA,NA,"yes",1,"yes","other","4-door sedan"
"360063","2","98","809",2006,"2FZHAZCV06AW",1,30,NA,"no",0,"no","other","truck"
"360064","1","42","42",2014,"WDDGF8AB1EG2",1,60,"disabling","yes",1,"yes","driver","4-door sedan"
"360065","1","19","3",2001,"1G6KD54Y81U2",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360066","1","23","421",1993,"1GKEK18KXPJ7",4,NA,"disabling","yes",1,"yes","other","utility vehicle"
"360067","1","82","881",2007,"1FUJA6CV47LV",1,NA,NA,"yes",1,"no","other","truck"
"360068","1","7","482",2007,"3D7KS28D37G8",1,NA,NA,"yes",0,"no","driver","pickup"
"360069","1","35","47",2007,"1N4BL21E27C1",1,NA,NA,NA,1,"yes","other","4-door sedan"
"360070","1","12","13",1997,"1FALP13P3VW2",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360070","2","20","481",2009,"2GCEK23C9911",1,NA,NA,"yes",0,"no","driver","pickup"
"360071","1","12","3",2012,"1ZVBP8AM7C52",1,NA,NA,"no",0,"no","driver","other car"
"360072","1","49","403",2015,"5TDDKRFH7FS1",2,NA,NA,"yes",0,"no","driver","utility vehicle"
"360073","2","7","482",2011,"1D7RV1GP1BS6",5,NA,"disabling","yes",2,"no","driver","pickup"
"360074","1","3","431",2004,"5GRGN23U14H1",2,NA,NA,"yes",1,"no","driver",NA
"360075","1","34","402",2011,"5UXWX5C53BL7",2,NA,"disabling","yes",1,"yes","driver","utility vehicle"
"360075","2","98","806",2009,"5PVNE8JT694S",2,0,NA,"yes",0,"no","other","truck"
"360076","1","54","35",2006,"19UUA66256A0",1,50,NA,"yes",0,"no","other","4-door sedan"
"360076","2","23","461",2013,"1GKS7CF4XD11",1,NA,NA,"yes",0,"no","driver","van or bus"
"360077","1","21","23",2000,"1G3WH52H5YF2",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360077","2","87","881",2015,"1NPXXPEX5FD2",1,NA,NA,"yes",0,"no","other","truck"
"360078","1","20","461",2004,"1GCGG25V2411",1,NA,NA,"yes",0,"no","other","van or bus"
"360078","2","12","23",2009,"3FAHP07Z89R2",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360079","1","37","32",2008,"1HGCP26838A1",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360079","2","99","999",9999,"999999999999",1,NA,NA,"no",0,NA,NA,NA
"360080","1","99","709",9999,"999999999999",1,NA,NA,"yes",1,"no",NA,"motorcycle"
"360080","2","49","40",2011,"4T4BF3EK3BR1",4,NA,NA,"no",0,"no","other","4-door sedan"
"360081","1","12","423",2000,"1FMSU43F5YEA",5,NA,NA,"yes",1,"yes","other",NA
"360082","1","42","42",2012,"WDDGF8BB9CR2",1,0,"none","yes",1,"no","driver","4-door sedan"
"360083","1","13","12",2001,"1LNHM87A21Y6",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360084","1","62","421",2003,"SALME11423A1",1,NA,NA,"yes",1,"yes","driver","utility vehicle"
"360085","1","13","1",2003,"1LNHM82W03Y6",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360086","1","34","34",2001,"WBABS334X1JY",1,NA,NA,"no",0,"no","driver","other car"
"360087","1","2","404",2007,"1J8GR48K77C5",2,NA,NA,"yes",0,"no","other","utility vehicle"
"360087","2","12","37",2014,"1FADP3F20EL1",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360087","3","20","421",1997,"1GNEK13R5VJ4",1,NA,NA,"yes",1,"yes","other","utility vehicle"
"360088","1","58","37",2003,"JNKCV51E33M0",3,NA,NA,"yes",1,NA,"other","4-door sedan"
"360089","1","20","481",2002,"1GCEK14W92Z2",1,50,NA,"yes",0,"no","other","pickup"
"360089","2","49","40",2002,"4T1BE30K92U5",2,NA,NA,"yes",1,"no","driver","4-door sedan"
"360089","3","63","441",2003,"KNDUP131X363",2,NA,NA,"yes",0,"no","driver","van or bus"
"360090","1","12","422",2005,"1FMFU18515LA",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"360091","1","37","402",2015,"2HKRM4H7XFH6",2,NA,NA,"no",0,"no","other","utility vehicle"
"360092","1","7","482",1999,"3B7HF13Y6XM5",3,NA,"disabling","yes",1,"no","driver","pickup"
"360092","2","89","882",2007,"5VCHC6MF67H2",0,0,NA,"no",0,NA,NA,"truck"
"360093","1","23","431",1997,"3GKFK16R0VG5",1,NA,NA,"yes",1,"no","other",NA
"360093","2","12","422",2004,"1FMFU15L64LB",2,NA,NA,"no",0,"no","driver","utility vehicle"
"360093","3","37","32",2012,"1HGCP2F69CA2",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360093","4","34","35",2003,"WBADT63413CK",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360094","1","49","442",2013,"5TDKK3DC1DS3",1,NA,NA,"yes",0,"yes","driver","van or bus"
"360094","4","93","981",2002,"3BMXSMPAX2S0",1,NA,NA,"no",0,"no","other","van or bus"
"360094","5","55","35",2015,"5NPDH4AE8FH5",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360095","1","49","442",2011,"5TDDK3DC4BS0",1,NA,NA,"yes",0,"no","other","van or bus"
"360096","1","42","421",2010,"4JGBF7BEXAA6",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360097","1","42","401",2011,"4JGBB8GB7BA7",1,0,"disabling","yes",1,"no","driver","utility vehicle"
"360098","1","82","881",2006,"1FVMALCK56DX",1,52,NA,"yes",0,"no","other","truck"
"360098","2","55","35",2002,"KMHDN45D62U4",1,NA,NA,"yes",1,"no","other","4-door sedan"
"360099","1","20","25",2014,"1G1PA5SG4E74",3,NA,NA,"yes",0,"no","other","4-door sedan"
"360100","1","63","31",2001,"KNAFB1218150",2,NA,"disabling","yes",1,"no","other","4-door sedan"
"360101","1","20","473",2009,"1GCDT19E6981",2,20,"disabling","yes",1,"yes","driver","pickup"
"360102","1","20","32",1997,"1Y1SK5269VZ4",6,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360102","2","84","881",2015,"3HSDJAPR4FN7",1,NA,NA,"yes",0,"no","other","truck"
"360103","1","82","981",2001,"4UZ6CFAA71CG",1,NA,NA,"no",0,"no","other","van or bus"
"360104","1","52","882",2000,"JW6CCH1G3YL0",1,NA,NA,"yes",0,"no","driver","truck"
"360105","1","49","442",1999,"4T3ZF13C4XU1",1,NA,"disabling","yes",1,"yes","driver","van or bus"
"360106","1","59","35",2010,"JTHCF5C22A50",2,NA,NA,"yes",1,"no","other","4-door sedan"
"360107","1","6","43",2006,"1C3EL56R36N2",2,NA,NA,"yes",1,"yes","other","4-door sedan"
"360107","2","20","481",2007,"2GCEK19J0717",1,NA,NA,"yes",0,"no","other","pickup"
"360108","1","49","32",2011,"2T1BU4EEXBC5",2,NA,NA,"yes",1,"yes","driver","4-door sedan"
"360109","2","30","402",2014,"WVGBV3AX7EW5",1,NA,NA,"yes",1,"yes","driver","utility vehicle"
"360110","1","49","46",2014,"JTDKDTB38E10",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360111","1","55","35",2013,"KMHD35LE3DU1",1,NA,NA,"yes",0,"yes","driver","4-door sedan"
"360112","1","18","20",2003,"2G4WB52K2312",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360112","2","7","482",2014,"1C6RR7FT0ES2",1,NA,NA,"yes",0,"no","driver","pickup"
"360113","1","20","16",1996,"1G1JC1242TM1",1,NA,"disabling","yes",1,"yes","driver","other car"
"360114","1","37","31",2006,"2HGFG11696H5",2,NA,"disabling","yes",0,"no","driver","other car"
"360115","1","6","54",2004,"2C8GF68424R5",4,40,NA,"yes",0,"no","driver","other car"
"360116","1","20","443",2001,"1GNDX03E61D2",1,45,NA,"yes",1,"no","driver","van or bus"
"360116","2","20","461",2013,"1GCSGAFX7D11",1,46,NA,"yes",0,"no","other","van or bus"
"360117","1","49","44",2005,"4T1CA30P85U0",1,NA,NA,"yes",1,"yes","driver","other car"
"360118","1","73","706",2012,"JKBZXNE12CA0",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360119","1","20","481",2001,"2GCEK19T4112",1,NA,NA,"yes",1,"no","driver","pickup"
"360120","1","7","442",2002,"1B4GP34302B5",3,30,NA,"yes",1,"no","driver","van or bus"
"360121","1","35","39",2000,"JN1CA31A6YT2",1,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360122","1","12","32",2014,"3FADP4TJ3EM1",1,NA,"none","yes",0,"no","driver",NA
"360123","1","30","42",2012,"WVWDB7AJXCW2",1,NA,NA,"yes",1,"no","driver",NA
"360123","2","37","441",2007,"5FNRL38717B4",4,NA,NA,"yes",0,"no","driver","van or bus"
"360124","1","99","999",9999,"999999999999",1,NA,NA,"no",0,NA,NA,NA
"360125","1","12","461",2012,"1FDSE3FL2CDB",1,NA,NA,"yes",0,"no","other","van or bus"
"360125","2","49","402",2004,"JTEHD20V3400",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"360126","1","98","809",2007,"2FZHCMCV97AZ",1,NA,NA,"yes",0,"no","other","truck"
"360126","2","19","22",2008,"1G6KD57Y78U1",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360127","1","49","40",1994,"JT2SK12E5R02",2,NA,NA,"yes",1,"no","other","4-door sedan"
"360127","2","12","461",2001,"1FTSE34L51HB",2,NA,NA,"yes",0,"no","other","van or bus"
"360128","1","20","461",1999,"1GCHG39R4X10",1,NA,NA,"yes",1,"no","driver","van or bus"
"360129","1","35","47",2014,"1N4AL3AP8EC1",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360130","1","20","9",2012,"2G1FA1E35C91",1,NA,"disabling","yes",1,"yes","other","other car"
"360130","2","12","481",2013,"1FTFX1ET1DFA",1,NA,NA,"yes",0,"no","driver","pickup"
"360131","1","42","48",2007,"WDBUF87X67B1",1,NA,NA,"yes",1,"yes","other","4-door sedan"
"360132","1","2","405",2004,"1J4GL48K74W2",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360134","1","6","43",2008,"1C3LC56R78N2",1,30,"disabling","yes",1,"no","driver","4-door sedan"
"360134","2","82","981",2011,"4UZABRDT2BCA",1,30,"disabling","yes",0,"no","other","van or bus"
"360135","1","37","31",2015,"2HGFG4A50FH7",4,NA,NA,"yes",2,"no","other","other car"
"360135","2","86","881",2013,"1M1AW07YXDM0",1,NA,NA,"yes",0,"no","other","truck"
"360136","1","21","21",2001,"1G3NF52E41C1",1,NA,NA,"yes",1,"no","other","4-door sedan"
"360137","1","49","472",2001,"5TEWM72N01Z7",1,NA,"disabling","yes",1,"yes","other","pickup"
"360137","2","12","481",2000,"2FTRF17W9YCA",1,NA,"disabling","yes",0,"no","driver","pickup"
"360138","1","49","40",2007,"4T1BE46K87U1",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360139","1","99","999",9999,"999999999999",1,NA,NA,"no",0,"no",NA,NA
"360140","1","20","482",2012,"3GNTKFE71CG1",1,NA,NA,"yes",0,"no","driver","pickup"
"360141","1","72","706",1992,"1HD4CAM12NY2",1,NA,"disabling","yes",1,"yes","other","motorcycle"
"360142","1","30","52",2014,"1VWAT7A32EC0",3,NA,"disabling","yes",0,"yes","other","4-door sedan"
"360142","2","35","51",2012,"JN8AS5MV4CW3",1,NA,"disabling","yes",0,"no","driver","other car"
"360143","1","22","18",2004,"1G2NE52F44M5",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360144","1","12","17",2001,"1FAFP55U61G1",1,NA,"disabling","yes",1,"no","other","4-door sedan"
"360145","1","87","881",1993,"1XP5DB9X3PN3",1,NA,"none","yes",0,"no","other","truck"
"360146","1","82","881",2011,"4UZAARDUXBCA",1,NA,"none","yes",0,"no","other","van or bus"
"360147","1","12","461",2007,"1FBSS31L47DA",1,NA,NA,"yes",0,"no","driver","van or bus"
"360147","2","12","17",2007,"1FAFP53U47A1",1,NA,"none","yes",0,"no","driver","4-door sedan"
"360148","1","13","15",2013,"1LNHL9DK1DG6",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360149","1","12","443",2004,"2FMZA51644BB",1,NA,NA,"yes",1,"no","driver","van or bus"
"360149","2","55","36",2015,"KMHCT5AE6FU1",2,NA,NA,"no",0,"no","other","4-door sedan"
"360150","1","20","4",2008,"1G1YY36W8851",2,70,"disabling","yes",1,"yes","driver","other car"
"360151","1","2","1",2015,"1C4NJDBB4FD1",1,45,"disabling","yes",1,"no","driver","other car"
"360151","2","86","881",2003,"1M1AA13Y63W1",1,45,NA,"yes",0,"no","other","truck"
"360151","3","49","51",2007,"JTDBT9236710",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360152","1","35","39",2001,"JN1CA31D71T8",2,NA,"disabling","yes",2,"yes","other","4-door sedan"
"360153","1","34","34",2000,"WBABM5348YJN",1,NA,"disabling","yes",1,"yes","driver","other car"
"360154","1","23","461",2015,"1GTW7FCF2F19",2,NA,NA,"yes",0,"no","other","van or bus"
"360155","1","20","37",2000,"1G1ND52J8Y62",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360156","1","6","43",2007,"1C3LC46K37N5",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360156","2","82","881",2002,"1FUJAHAV02LH",1,NA,NA,"yes",0,"no","other","truck"
"360157","1","49","422",2005,"5TDBT48A05S2",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360157","2","55","401",2013,"5XYZU3LB4DG0",2,NA,NA,"yes",1,"no","other","utility vehicle"
"360157","3","47","36",2002,"YS3EB59E1230",1,NA,NA,"yes",0,"no","other","other car"
